Outcome,Amount,MonthlyCost,FirstCash,CreditScore,LoanProduct,LoanType
O_Cancelled,15000.0,278.38,15000.0,0,Car,New credit
O_Accepted,15000.0,236.83,15000.0,871,Car,New credit
O_Cancelled,30500.0,305.0,0.0,0,Existing loan takeover,Limit raise
O_Accepted,25000.0,350.0,0.0,908,Unknown,New credit
O_Accepted,52000.0,529.48,173.0,879,Existing loan takeover,New credit
O_Cancelled,24000.0,388.41,5800.0,0,Unknown,New credit
O_Accepted,17000.0,174.66,89.0,819,Unknown,New credit
O_Cancelled,9000.0,125.0,0.0,0,Car,Limit raise
O_Cancelled,18400.0,341.47,50.0,0,Existing loan takeover,New credit
O_Cancelled,6000.0,88.56,4434.0,0,Caravan / Camper,New credit
O_Accepted,25000.0,273.28,14176.0,690,Car,New credit
O_Accepted,5000.0,56.3,5000.0,921,Home improvement,New credit
O_Cancelled,5000.0,241.28,5000.0,0,Car,New credit
O_Accepted,60000.0,655.88,35719.8,957,"Other, see explanation",New credit
O_Cancelled,50000.0,563.56,25719.8,0,"Other, see explanation",New credit
O_Cancelled,50000.0,650.0,0.0,0,"Other, see explanation",New credit
O_Cancelled,60000.0,650.0,0.0,0,"Other, see explanation",New credit
O_Refused,12500.0,125.0,0.0,0,Home improvement,Limit raise
O_Accepted,20000.0,300.0,0.0,923,Existing loan takeover,New credit
O_Accepted,25000.0,250.0,0.0,0,Home improvement,Limit raise
O_Accepted,5000.0,241.28,5000.0,1097,Car,New credit
O_Accepted,6000.0,88.56,4434.0,910,Caravan / Camper,New credit
O_Accepted,35000.0,356.38,11861.54,931,Home improvement,New credit
O_Accepted,15000.0,653.47,0.0,826,Remaining debt home,New credit
O_Accepted,7000.0,175.1,7000.0,827,Car,New credit
O_Cancelled,50000.0,509.11,50000.0,0,Home improvement,New credit
O_Cancelled,22500.0,225.0,0.0,0,"Other, see explanation",Limit raise
O_Cancelled,12300.0,130.94,49.3,0,Remaining debt home,New credit
O_Accepted,69000.0,748.67,11080.0,825,Existing loan takeover,New credit
O_Cancelled,5000.0,500.0,0.0,0,"Other, see explanation",New credit
O_Cancelled,5000.0,56.3,3700.0,0,Existing loan takeover,New credit
O_Cancelled,5000.0,50.0,0.0,0,Existing loan takeover,New credit
O_Accepted,30000.0,305.47,30000.0,916,Caravan / Camper,New credit
O_Accepted,5000.0,56.3,5000.0,1050,Home improvement,New credit
O_Cancelled,5000.0,50.0,0.0,0,Home improvement,New credit
O_Cancelled,30000.0,400.0,0.0,0,Boat,New credit
O_Cancelled,16900.0,169.0,0.0,0,Existing loan takeover,New credit
O_Accepted,15000.0,199.14,15000.0,1012,Unknown,New credit
O_Cancelled,30000.0,399.49,30000.0,0,Boat,New credit
O_Accepted,12500.0,133.07,4065.0,904,Existing loan takeover,New credit
O_Accepted,15300.0,153.0,0.0,916,Home improvement,New credit
O_Accepted,5000.0,97.4,938.0,952,Unknown,New credit
O_Accepted,10000.0,106.46,10000.0,862,Home improvement,New credit
O_Accepted,30000.0,223.73,0.0,986,Remaining debt home,New credit
O_Accepted,6000.0,101.49,6000.0,931,Unknown,New credit
O_Accepted,20000.0,200.0,0.0,859,Home improvement,New credit
O_Accepted,20000.0,371.17,20000.0,1015,"Other, see explanation",New credit
O_Refused,74400.0,747.52,74400.0,0,Unknown,New credit
O_Accepted,5700.0,64.18,2328.0,922,Car,New credit
O_Cancelled,5700.0,57.0,0.0,0,Car,New credit
O_Accepted,13000.0,148.07,0.0,854,Remaining debt home,New credit
O_Refused,20000.0,300.0,12500.0,0,Car,New credit
O_Cancelled,20000.0,205.49,5000.0,0,Home improvement,New credit
O_Refused,15000.0,154.11,15000.0,0,Unknown,New credit
O_Accepted,12000.0,152.38,0.0,904,Existing loan takeover,New credit
O_Refused,18000.0,198.41,7150.0,0,Existing loan takeover,New credit
O_Refused,18000.0,200.0,0.0,0,Existing loan takeover,New credit
O_Accepted,5000.0,175.23,5000.0,932,Car,New credit
O_Cancelled,5500.0,168.1,5500.0,0,Car,New credit
O_Accepted,15000.0,154.11,5675.0,950,Home improvement,New credit
O_Refused,10000.0,200.0,0.0,0,Home improvement,New credit
O_Cancelled,75000.0,763.67,15000.0,0,Car,New credit
O_Cancelled,15000.0,385.42,15000.0,0,Car,New credit
O_Cancelled,15000.0,195.38,15000.0,0,Car,New credit
O_Accepted,60500.0,616.03,1088.31,839,"Other, see explanation",New credit
O_Accepted,7500.0,100.0,0.0,1004,Existing loan takeover,New credit
O_Accepted,8000.0,300.0,8000.0,788,Existing loan takeover,New credit
O_Cancelled,25500.0,259.65,237.6,0,Existing loan takeover,New credit
O_Accepted,20000.0,248.89,20000.0,786,Car,New credit
O_Refused,33000.0,336.01,1369.0,0,Existing loan takeover,New credit
O_Accepted,17000.0,250.0,0.0,937,Home improvement,New credit
O_Cancelled,17000.0,247.57,17000.0,0,Home improvement,New credit
O_Cancelled,28000.0,450.69,9800.0,0,Unknown,New credit
O_Cancelled,23200.0,300.0,0.0,0,Home improvement,New credit
O_Cancelled,47500.0,483.66,45463.0,0,"Other, see explanation",New credit
O_Cancelled,22500.0,225.0,0.0,0,Car,Limit raise
O_Cancelled,25000.0,254.56,25000.0,0,Unknown,New credit
O_Accepted,15000.0,154.11,0.0,900,Existing loan takeover,New credit
O_Accepted,5000.0,118.15,5000.0,1039,Car,New credit
O_Cancelled,24000.0,246.58,150.0,0,Existing loan takeover,New credit
O_Cancelled,15000.0,150.0,0.0,0,Existing loan takeover,New credit
O_Accepted,5000.0,241.28,5000.0,1017,Not speficied,New credit
O_Cancelled,10000.0,439.07,10000.0,0,"Other, see explanation",New credit
O_Accepted,8500.0,120.0,8500.0,948,Car,New credit
O_Cancelled,23500.0,235.0,0.0,0,Existing loan takeover,New credit
O_Accepted,16500.0,374.87,381.0,823,Existing loan takeover,New credit
O_Accepted,15000.0,150.0,9000.0,892,Existing loan takeover,New credit
O_Accepted,5000.0,152.82,5000.0,982,Home improvement,New credit
O_Accepted,13000.0,103.35,0.0,808,Remaining debt home,New credit
O_Accepted,15000.0,403.28,15000.0,1057,Caravan / Camper,New credit
O_Refused,20000.0,260.5,20000.0,0,Unknown,New credit
O_Cancelled,60000.0,610.93,0.0,0,Existing loan takeover,New credit
O_Cancelled,33500.0,350.0,0.0,0,Existing loan takeover,New credit
O_Cancelled,16000.0,296.93,16000.0,0,Car,New credit
O_Cancelled,12500.0,250.0,0.0,0,"Other, see explanation",New credit
O_Cancelled,5000.0,222.31,5000.0,0,Car,New credit
O_Cancelled,35000.0,356.38,35000.0,0,"Other, see explanation",New credit
O_Accepted,15000.0,300.0,0.0,951,Home improvement,New credit
O_Accepted,10000.0,100.0,0.0,869,Home improvement,New credit
O_Accepted,27500.0,507.96,27500.0,1000,Home improvement,New credit
O_Refused,30000.0,300.0,0.0,0,Remaining debt home,New credit
O_Refused,30000.0,305.47,30000.0,0,Remaining debt home,New credit
O_Cancelled,5000.0,75.0,0.0,0,Unknown,New credit
O_Cancelled,5000.0,75.23,5000.0,0,Unknown,New credit
O_Refused,11000.0,125.0,0.0,0,Unknown,Limit raise
O_Cancelled,30000.0,305.47,16609.94,0,Remaining debt home,New credit
O_Accepted,7500.0,500.0,0.0,1109,Not speficied,New credit
O_Cancelled,7500.0,489.99,7500.0,0,Not speficied,New credit
O_Cancelled,18000.0,234.45,3365.72,0,Home improvement,New credit
O_Cancelled,45000.0,458.2,31609.94,0,Remaining debt home,New credit
O_Accepted,31000.0,310.0,0.0,0,"Other, see explanation",Limit raise
O_Accepted,10000.0,155.9,4950.0,812,Unknown,New credit
O_Cancelled,5000.0,152.82,5000.0,0,Car,New credit
O_Cancelled,22000.0,408.29,22000.0,0,Car,New credit
O_Cancelled,30000.0,343.53,30000.0,0,Car,New credit
O_Refused,33000.0,500.0,0.0,0,Home improvement,New credit
O_Cancelled,30000.0,350.0,0.0,0,Car,New credit
O_Cancelled,15000.0,278.38,3000.0,0,Existing loan takeover,New credit
O_Accepted,5000.0,100.0,5000.0,892,Home improvement,New credit
O_Accepted,25000.0,500.0,0.0,965,Home improvement,New credit
O_Accepted,11500.0,153.93,11500.0,796,Home improvement,New credit
O_Cancelled,15000.0,154.11,5650.0,0,Existing loan takeover,New credit
O_Cancelled,51000.0,519.29,10420.0,0,Not speficied,New credit
O_Cancelled,73000.0,743.3,4163.0,0,Existing loan takeover,New credit
O_Accepted,15000.0,300.0,2500.0,793,Home improvement,New credit
O_Cancelled,30900.0,314.63,7955.0,0,Home improvement,New credit
O_Accepted,57000.0,580.39,10934.0,989,Car,New credit
O_Accepted,7000.0,408.62,7000.0,903,Car,New credit
O_Cancelled,20000.0,200.0,0.0,0,Home improvement,New credit
O_Accepted,27000.0,274.92,19704.55,905,Car,New credit
O_Cancelled,22700.0,233.23,22700.0,0,Home improvement,New credit
O_Accepted,7500.0,146.09,2700.36,832,"Other, see explanation",New credit
O_Cancelled,6000.0,200.0,0.0,0,Car,New credit
O_Cancelled,63000.0,630.0,0.0,0,Car,New credit
O_Cancelled,22000.0,408.29,17000.0,0,Car,New credit
O_Accepted,10000.0,150.0,0.0,946,Unknown,New credit
O_Cancelled,8000.0,150.0,0.0,0,Unknown,New credit
O_Accepted,10000.0,189.08,10000.0,883,Car,New credit
O_Accepted,10000.0,106.46,10000.0,995,Home improvement,New credit
O_Cancelled,9000.0,175.31,9000.0,0,Car,New credit
O_Cancelled,15000.0,150.0,0.0,0,Home improvement,New credit
O_Accepted,12000.0,226.9,12000.0,943,Car,New credit
O_Cancelled,12000.0,276.79,12000.0,0,Car,New credit
O_Cancelled,47500.0,695.22,22333.2,0,Car,New credit
O_Accepted,13000.0,245.8,13000.0,857,Home improvement,New credit
O_Cancelled,25000.0,392.51,25000.0,0,Home improvement,New credit
O_Accepted,8300.0,369.04,5071.0,999,Motorcycle,New credit
O_Accepted,15000.0,199.14,15000.0,1034,Car,New credit
O_Accepted,15000.0,175.0,15000.0,969,Car,New credit
O_Accepted,30000.0,300.0,10000.0,751,Unknown,Limit raise
O_Cancelled,15000.0,171.76,15000.0,0,Car,New credit
O_Cancelled,12000.0,127.75,7546.0,0,Not speficied,New credit
O_Accepted,17000.0,174.66,12546.0,917,Not speficied,New credit
O_Accepted,35000.0,356.38,5487.72,876,Unknown,New credit
O_Accepted,25000.0,565.83,25000.0,923,Car,New credit
O_Cancelled,24000.0,545.27,24000.0,0,Car,New credit
O_Accepted,35000.0,500.0,0.0,1006,Car,New credit
O_Accepted,8800.0,88.0,0.0,0,Home improvement,Limit raise
O_Cancelled,15000.0,154.11,15000.0,0,Home improvement,New credit
O_Cancelled,11000.0,200.0,0.0,0,Home improvement,Limit raise
O_Refused,25000.0,254.56,25000.0,0,Home improvement,New credit
O_Cancelled,5000.0,50.0,0.0,0,Extra spending limit,New credit
O_Accepted,15000.0,150.0,0.0,897,Home improvement,New credit
O_Cancelled,10000.0,189.08,10000.0,0,Car,New credit
O_Accepted,9000.0,101.34,9000.0,778,Car,New credit
O_Accepted,14000.0,149.04,14000.0,850,Home improvement,New credit
O_Cancelled,20000.0,300.0,0.0,0,Existing loan takeover,New credit
O_Cancelled,6300.0,70.94,0.0,0,Existing loan takeover,New credit
O_Accepted,25000.0,254.56,22343.0,834,Existing loan takeover,New credit
O_Accepted,33000.0,336.01,33000.0,880,Existing loan takeover,New credit
O_Cancelled,15000.0,154.11,1013.0,0,Existing loan takeover,New credit
O_Accepted,14000.0,149.04,13.0,871,Existing loan takeover,New credit
O_Cancelled,7500.0,250.0,0.0,0,Car,New credit
O_Cancelled,7500.0,248.17,7500.0,0,Car,New credit
O_Cancelled,18000.0,334.05,18000.0,0,Car,New credit
O_Cancelled,26000.0,480.25,26000.0,0,Existing loan takeover,New credit
O_Accepted,75000.0,1697.5,7795.0,840,Existing loan takeover,New credit
O_Accepted,52000.0,529.48,9194.81,759,Car,New credit
O_Cancelled,8500.0,200.85,8500.0,0,Home improvement,New credit
O_Refused,50000.0,750.0,0.0,0,Remaining debt home,Limit raise
O_Cancelled,15000.0,207.21,15000.0,0,Boat,New credit
O_Cancelled,15000.0,278.38,15000.0,0,Boat,New credit
O_Accepted,5000.0,118.15,5000.0,841,Car,New credit
O_Refused,55000.0,550.0,0.0,0,Existing loan takeover,New credit
O_Accepted,17000.0,200.0,0.0,996,Existing loan takeover,New credit
O_Cancelled,41000.0,417.47,36800.0,0,Home improvement,New credit
O_Accepted,20000.0,294.49,20000.0,772,Unknown,New credit
O_Cancelled,27000.0,274.92,7630.0,0,Home improvement,New credit
O_Cancelled,36500.0,741.7,12500.0,0,Car,New credit
O_Accepted,5000.0,152.82,5000.0,997,Car,New credit
O_Accepted,17000.0,174.66,17000.0,862,Home improvement,New credit
O_Refused,18000.0,334.05,3096.0,0,Existing loan takeover,New credit
O_Cancelled,8500.0,273.68,0.0,0,Existing loan takeover,New credit
O_Cancelled,13000.0,570.79,13000.0,0,Car,New credit
O_Cancelled,7000.0,408.62,7000.0,0,Caravan / Camper,New credit
O_Accepted,25000.0,254.56,25000.0,1006,Home improvement,New credit
O_Cancelled,10000.0,400.0,1500.0,0,Caravan / Camper,New credit
O_Cancelled,16500.0,167.3,16500.0,0,Unknown,New credit
O_Accepted,5500.0,61.93,0.0,891,Unknown,New credit
O_Cancelled,15000.0,300.0,0.0,0,Home improvement,New credit
O_Accepted,40000.0,407.29,40000.0,958,Boat,New credit
O_Accepted,35000.0,792.17,35000.0,873,Home improvement,New credit
O_Accepted,15000.0,296.2,15000.0,1004,Home improvement,New credit
O_Refused,7000.0,125.0,7000.0,0,Unknown,New credit
O_Cancelled,28000.0,439.61,28000.0,0,Unknown,New credit
O_Refused,5000.0,150.0,3000.0,0,Home improvement,New credit
O_Cancelled,15000.0,278.38,15000.0,0,Home improvement,New credit
O_Cancelled,15000.0,154.11,15000.0,0,Home improvement,New credit
O_Refused,62800.0,639.44,0.0,0,Existing loan takeover,New credit
O_Cancelled,8000.0,200.0,0.0,0,Car,New credit
O_Accepted,8000.0,200.12,8000.0,1016,Car,New credit
O_Cancelled,35000.0,428.6,35000.0,0,Home improvement,New credit
O_Cancelled,28000.0,517.2,28000.0,0,Car,New credit
O_Cancelled,28000.0,439.61,28000.0,0,Car,New credit
O_Cancelled,15000.0,306.11,15000.0,0,Not speficied,New credit
O_Cancelled,23500.0,241.45,23500.0,0,Car,New credit
O_Accepted,17500.0,179.8,17500.0,910,Car,New credit
O_Cancelled,15000.0,306.11,15000.0,0,Not speficied,New credit
O_Accepted,5000.0,152.82,5000.0,993,Car,New credit
O_Cancelled,25000.0,254.56,2000.0,0,Existing loan takeover,New credit
O_Refused,8000.0,400.0,0.0,0,Car,New credit
O_Cancelled,10000.0,106.46,6250.0,0,Existing loan takeover,New credit
O_Refused,5000.0,97.4,5000.0,0,Car,New credit
O_Cancelled,15000.0,278.38,15000.0,0,Boat,New credit
O_Cancelled,10000.0,100.0,0.0,0,Existing loan takeover,New credit
O_Cancelled,30000.0,305.47,30000.0,0,Home improvement,New credit
O_Accepted,36500.0,371.65,15075.87,938,Car,New credit
O_Cancelled,20000.0,537.71,20000.0,0,Not speficied,New credit
O_Accepted,7000.0,136.35,7000.0,1105,Home improvement,New credit
O_Cancelled,10000.0,150.0,0.0,0,Unknown,New credit
O_Cancelled,16000.0,296.93,4850.0,0,Car,New credit
O_Cancelled,30000.0,305.47,30000.0,0,Home improvement,New credit
O_Cancelled,5000.0,222.31,5000.0,0,Motorcycle,New credit
O_Cancelled,20000.0,205.49,20000.0,0,Unknown,New credit
O_Accepted,17500.0,179.8,17500.0,1050,Car,New credit
O_Accepted,5000.0,149.07,5000.0,1000,Home improvement,New credit
O_Refused,35000.0,356.38,35000.0,0,"Other, see explanation",New credit
O_Accepted,15000.0,149.18,2714.0,798,Existing loan takeover,New credit
O_Cancelled,12100.0,128.81,14.0,0,Existing loan takeover,New credit
O_Cancelled,38000.0,386.93,38000.0,0,Home improvement,New credit
O_Cancelled,9000.0,150.49,9000.0,0,"Other, see explanation",New credit
O_Cancelled,20000.0,205.49,10120.0,0,"Other, see explanation",New credit
O_Accepted,7500.0,150.0,4000.0,1100,Home improvement,New credit
O_Accepted,9000.0,101.34,9000.0,911,Unknown,New credit
O_Accepted,20000.0,260.5,10120.0,943,"Other, see explanation",New credit
O_Cancelled,8000.0,244.52,8000.0,0,Unknown,New credit
O_Refused,20000.0,200.0,10000.0,0,Home improvement,New credit
O_Cancelled,10000.0,106.46,10000.0,0,Car,New credit
O_Accepted,15000.0,225.0,0.0,1013,"Other, see explanation",New credit
O_Cancelled,23000.0,230.0,0.0,0,Car,New credit
O_Cancelled,23000.0,236.31,23000.0,0,Car,New credit
O_Cancelled,35000.0,450.0,0.0,0,"Other, see explanation",Limit raise
O_Accepted,30000.0,305.47,30000.0,974,Unknown,New credit
O_Cancelled,30000.0,300.0,0.0,0,Home improvement,New credit
O_Cancelled,12000.0,226.9,12000.0,0,Car,New credit
O_Cancelled,20000.0,371.17,20000.0,0,Car,New credit
O_Refused,5500.0,175.0,5500.0,0,Car,New credit
O_Accepted,5500.0,107.14,5500.0,1099,Home improvement,New credit
O_Cancelled,5000.0,152.82,5000.0,0,Car,New credit
O_Accepted,15000.0,150.0,3500.0,1004,"Other, see explanation",New credit
O_Accepted,10000.0,300.07,10000.0,1025,"Other, see explanation",New credit
O_Cancelled,10000.0,141.72,10000.0,0,Car,New credit
O_Cancelled,5000.0,152.82,5000.0,0,Car,New credit
O_Accepted,22800.0,423.13,22800.0,901,Car,New credit
O_Accepted,10000.0,230.66,10000.0,977,Car,New credit
O_Accepted,10000.0,189.08,10000.0,767,Car,New credit
O_Cancelled,15000.0,400.0,0.0,0,"Other, see explanation",New credit
O_Cancelled,5000.0,100.0,0.0,0,Home improvement,New credit
O_Accepted,10000.0,300.07,10000.0,1018,Home improvement,New credit
O_Refused,5000.0,152.82,5000.0,0,Home improvement,New credit
O_Accepted,8000.0,155.83,8000.0,983,Car,New credit
O_Cancelled,50000.0,509.11,50000.0,0,Remaining debt home,New credit
O_Cancelled,25000.0,461.78,25000.0,0,Remaining debt home,New credit
O_Cancelled,47000.0,700.0,0.0,0,Existing loan takeover,New credit
O_Accepted,47000.0,687.9,0.0,816,Existing loan takeover,New credit
O_Accepted,7000.0,213.95,7000.0,833,Car,New credit
O_Accepted,7500.0,125.0,0.0,889,Home improvement,New credit
O_Cancelled,25000.0,461.78,25000.0,0,Remaining debt home,New credit
O_Cancelled,12500.0,175.41,12500.0,0,Home improvement,New credit
O_Accepted,35000.0,356.38,35000.0,960,Home improvement,New credit
O_Accepted,10000.0,197.83,10000.0,824,Car,New credit
O_Refused,19500.0,450.0,0.0,0,Existing loan takeover,New credit
O_Refused,20000.0,371.17,10416.43,0,Home improvement,New credit
O_Accepted,15000.0,150.0,0.0,882,Car,New credit
O_Cancelled,36500.0,371.65,1524.0,0,Existing loan takeover,New credit
O_Cancelled,12500.0,348.38,0.0,0,Car,New credit
O_Accepted,20000.0,300.0,2000.0,955,Home improvement,Limit raise
O_Cancelled,8500.0,200.85,8500.0,0,Car,New credit
O_Accepted,7000.0,129.11,0.0,818,Remaining debt home,New credit
O_Accepted,6000.0,250.0,6000.0,1079,Car,New credit
O_Cancelled,10000.0,100.0,0.0,0,Existing loan takeover,New credit
O_Cancelled,23000.0,317.71,23000.0,0,Existing loan takeover,New credit
O_Accepted,34800.0,354.34,7146.44,846,Home improvement,New credit
O_Accepted,19000.0,247.48,4365.72,828,Home improvement,New credit
O_Cancelled,35000.0,356.38,21609.94,0,Remaining debt home,New credit
O_Cancelled,5000.0,100.0,0.0,0,Existing loan takeover,New credit
O_Cancelled,23000.0,317.71,23000.0,0,Existing loan takeover,New credit
O_Accepted,5000.0,150.0,0.0,774,Home improvement,New credit
O_Cancelled,5000.0,100.0,0.0,0,Existing loan takeover,New credit
O_Accepted,17000.0,170.0,7000.0,0,Unknown,Limit raise
O_Cancelled,26500.0,489.49,0.0,0,Remaining debt home,New credit
O_Accepted,10000.0,189.08,10000.0,889,Car,New credit
O_Cancelled,50000.0,509.11,1500.0,0,Existing loan takeover,New credit
O_Refused,5000.0,431.05,5000.0,0,Motorcycle,New credit
O_Accepted,26000.0,480.25,733.91,977,Remaining debt home,New credit
O_Cancelled,5000.0,118.15,650.0,0,Existing loan takeover,New credit
O_Accepted,15000.0,300.0,10000.0,856,Home improvement,New credit
O_Accepted,12300.0,130.94,49.3,833,Remaining debt home,New credit
O_Cancelled,5000.0,199.14,5000.0,0,Car,New credit
O_Accepted,5000.0,97.4,5000.0,742,Home improvement,New credit
O_Accepted,25000.0,254.56,25000.0,895,Existing loan takeover,New credit
O_Accepted,20000.0,200.0,8000.0,772,Home improvement,Limit raise
O_Accepted,15000.0,296.2,15000.0,988,Car,New credit
O_Cancelled,34000.0,584.53,0.0,0,"Other, see explanation",New credit
O_Refused,8000.0,155.83,8000.0,0,Car,New credit
O_Accepted,35000.0,350.0,0.0,880,"Other, see explanation",Limit raise
O_Cancelled,10000.0,207.55,10000.0,0,Existing loan takeover,New credit
O_Accepted,20000.0,223.78,17556.0,889,Car,New credit
O_Refused,45000.0,1581.17,45000.0,0,Remaining debt home,New credit
O_Cancelled,5000.0,50.0,0.0,0,Existing loan takeover,New credit
O_Cancelled,5000.0,56.3,2625.0,0,Existing loan takeover,New credit
O_Cancelled,28000.0,285.1,0.0,0,Existing loan takeover,New credit
O_Accepted,20000.0,513.9,20000.0,985,Car,New credit
O_Cancelled,5000.0,150.0,0.0,0,Unknown,New credit
O_Refused,13100.0,131.0,0.0,0,Extra spending limit,New credit
O_Cancelled,7500.0,100.52,7500.0,0,Home improvement,New credit
O_Accepted,27200.0,398.1,3913.0,783,Car,New credit
O_Cancelled,10000.0,189.08,10000.0,0,Not speficied,New credit
O_Refused,15000.0,150.0,0.0,0,Home improvement,New credit
O_Cancelled,10000.0,150.8,10000.0,0,Car,New credit
O_Accepted,25000.0,254.56,25000.0,896,Home improvement,New credit
O_Cancelled,10000.0,100.0,0.0,0,"Other, see explanation",Limit raise
O_Cancelled,25600.0,344.3,60.51,0,Existing loan takeover,New credit
O_Cancelled,25600.0,260.67,60.51,0,Existing loan takeover,New credit
O_Cancelled,7000.0,136.35,7000.0,0,Car,New credit
O_Cancelled,25000.0,254.56,25000.0,0,Home improvement,New credit
O_Cancelled,11000.0,207.99,11000.0,0,Remaining debt home,New credit
O_Cancelled,5000.0,848.75,5000.0,0,Unknown,New credit
O_Cancelled,5000.0,199.14,5000.0,0,Car,New credit
O_Accepted,17500.0,179.8,1942.0,865,Car,New credit
O_Accepted,25000.0,250.0,0.0,1005,Extra spending limit,New credit
O_Cancelled,10000.0,230.66,10000.0,0,Car,New credit
O_Cancelled,5000.0,56.3,5000.0,0,Extra spending limit,New credit
O_Cancelled,15000.0,195.38,15000.0,0,Car,New credit
O_Accepted,15000.0,205.12,13029.0,715,Car,New credit
O_Cancelled,22000.0,499.83,22000.0,0,Not speficied,New credit
O_Cancelled,5000.0,300.0,0.0,0,Car,New credit
O_Cancelled,5000.0,100.0,0.0,0,Car,New credit
O_Accepted,20000.0,400.0,0.0,999,Caravan / Camper,New credit
O_Cancelled,36000.0,366.56,523.0,0,Existing loan takeover,New credit
O_Cancelled,36400.0,370.63,923.0,0,Existing loan takeover,New credit
O_Accepted,11500.0,146.03,11500.0,863,Remaining debt home,New credit
O_Cancelled,11500.0,150.0,0.0,0,Remaining debt home,New credit
O_Cancelled,5000.0,118.15,5000.0,0,Car,New credit
O_Accepted,15000.0,300.0,0.0,1037,Not speficied,New credit
O_Cancelled,8000.0,200.12,8000.0,0,Car,New credit
O_Accepted,8900.0,272.02,8280.0,873,Home improvement,New credit
O_Cancelled,18000.0,500.0,0.0,0,Home improvement,New credit
O_Accepted,12500.0,288.32,12500.0,742,"Other, see explanation",New credit
O_Accepted,37500.0,692.67,13114.0,983,Car,New credit
O_Accepted,29500.0,300.38,29500.0,928,Home improvement,New credit
O_Refused,15000.0,500.0,15000.0,0,Remaining debt home,New credit
O_Accepted,18000.0,248.65,9543.0,958,Existing loan takeover,New credit
O_Accepted,6000.0,67.56,0.0,719,Unknown,New credit
O_Cancelled,25000.0,300.0,0.0,0,Remaining debt home,New credit
O_Accepted,10000.0,169.55,10000.0,990,Car,New credit
O_Accepted,50000.0,509.11,50000.0,786,Car,New credit
O_Cancelled,35000.0,350.0,0.0,0,"Other, see explanation",Limit raise
O_Cancelled,29000.0,535.67,29000.0,0,Car,New credit
O_Accepted,62000.0,1145.22,397.0,974,Existing loan takeover,New credit
O_Accepted,15000.0,245.85,4042.0,998,Unknown,New credit
O_Accepted,25000.0,250.0,0.0,0,"Other, see explanation",Limit raise
O_Cancelled,8000.0,200.12,5000.0,0,Unknown,New credit
O_Accepted,17000.0,346.92,17000.0,937,Car,New credit
O_Accepted,40000.0,407.29,4523.0,860,Existing loan takeover,New credit
O_Cancelled,7000.0,117.05,2067.0,0,Unknown,New credit
O_Cancelled,7000.0,109.65,2067.0,0,Unknown,New credit
O_Cancelled,35000.0,501.1,5100.0,0,Existing loan takeover,New credit
O_Cancelled,25000.0,300.0,0.0,0,Home improvement,New credit
O_Accepted,25000.0,300.87,25000.0,902,Home improvement,New credit
O_Accepted,46000.0,500.0,0.0,0,Unknown,Limit raise
O_Accepted,30000.0,500.0,0.0,0,Home improvement,Limit raise
O_Cancelled,5000.0,200.0,0.0,0,Home improvement,New credit
O_Cancelled,6000.0,200.0,0.0,0,Car,New credit
O_Accepted,6000.0,198.54,6000.0,1076,Car,New credit
O_Cancelled,35000.0,350.0,0.0,0,"Other, see explanation",Limit raise
O_Cancelled,5000.0,200.0,0.0,0,Home improvement,New credit
O_Accepted,5000.0,80.86,5000.0,816,"Other, see explanation",New credit
O_Cancelled,16000.0,276.47,4457.4,0,Car,New credit
O_Accepted,16000.0,255.73,4457.4,783,Car,New credit
O_Accepted,20000.0,205.49,20000.0,967,Home improvement,New credit
O_Accepted,25000.0,250.0,7500.0,791,Home improvement,New credit
O_Refused,14000.0,140.0,0.0,0,Tax payments,Limit raise
O_Refused,33500.0,335.0,3500.0,0,Tax payments,Limit raise
O_Cancelled,40000.0,400.0,0.0,0,Unknown,Limit raise
O_Refused,40000.0,500.0,0.0,0,Unknown,Limit raise
O_Cancelled,15000.0,154.11,2495.0,0,Existing loan takeover,New credit
O_Cancelled,20000.0,205.49,7495.0,0,Existing loan takeover,New credit
O_Accepted,50000.0,509.11,15000.0,983,Existing loan takeover,New credit
O_Cancelled,8500.0,297.88,1.0,0,Existing loan takeover,New credit
O_Cancelled,10000.0,189.08,10000.0,0,Home improvement,New credit
O_Accepted,10000.0,222.33,10000.0,970,Car,New credit
O_Refused,10000.0,100.0,10000.0,0,Car,New credit
O_Accepted,15500.0,287.66,15500.0,1016,Car,New credit
O_Cancelled,10500.0,1074.6,10500.0,0,Home improvement,New credit
O_Cancelled,7700.0,200.56,5067.0,0,Car,New credit
O_Accepted,5000.0,100.0,3800.0,918,Extra spending limit,New credit
O_Accepted,50000.0,500.0,5000.0,0,Home improvement,Limit raise
O_Accepted,26000.0,193.9,26000.0,895,Remaining debt home,New credit
O_Accepted,10000.0,100.0,0.0,0,Car,Limit raise
O_Accepted,8500.0,85.0,1000.0,0,Extra spending limit,Limit raise
O_Cancelled,35000.0,356.38,35000.0,0,Car,New credit
O_Cancelled,30000.0,305.47,30000.0,0,Car,New credit
O_Cancelled,25000.0,254.56,25000.0,0,Car,New credit
O_Cancelled,6000.0,144.43,6000.0,0,Extra spending limit,New credit
O_Cancelled,29700.0,302.41,1700.0,0,Existing loan takeover,New credit
O_Accepted,31000.0,315.65,6551.0,909,Unknown,New credit
O_Accepted,29700.0,221.5,8.15,770,Existing loan takeover,New credit
O_Accepted,7000.0,78.82,6000.0,699,Existing loan takeover,New credit
